true_id,probe_file,probe_path,run_seed,failures,w_clean,w_black,saliency_path,error
Melanie_Griffith,Melanie_Griffith_0003.jpg,data/lfw-deepfunneled/Melanie_Griffith/Melanie_Griffith_0003.jpg,1327900,0.0,0.43865978717803955,-0.002160141244530678,results/rise_baseline/rise_baseline_Melanie_Griffith_Melanie_Griffith_0003_N1000_s8_p0.5_seed1327900_saliency_norm.npy,
Glafcos_Clerides,Glafcos_Clerides_0003.jpg,data/lfw-deepfunneled/Glafcos_Clerides/Glafcos_Clerides_0003.jpg,1328000,0.0,0.7597337961196899,-0.02679412066936493,results/rise_baseline/rise_baseline_Glafcos_Clerides_Glafcos_Clerides_0003_N1000_s8_p0.5_seed1328000_saliency_norm.npy,
Ozzy_Osbourne,Ozzy_Osbourne_0001.jpg,data/lfw-deepfunneled/Ozzy_Osbourne/Ozzy_Osbourne_0001.jpg,1328100,0.0,-0.023903559893369675,0.10648646950721741,results/rise_baseline/rise_baseline_Ozzy_Osbourne_Ozzy_Osbourne_0001_N1000_s8_p0.5_seed1328100_saliency_norm.npy,
Todd_Haynes,Todd_Haynes_0002.jpg,data/lfw-deepfunneled/Todd_Haynes/Todd_Haynes_0002.jpg,1328200,0.0,0.7013170719146729,-0.0006519705057144165,results/rise_baseline/rise_baseline_Todd_Haynes_Todd_Haynes_0002_N1000_s8_p0.5_seed1328200_saliency_norm.npy,
Francis_George,Francis_George_0001.jpg,data/lfw-deepfunneled/Francis_George/Francis_George_0001.jpg,1328300,0.0,0.708846390247345,0.08540789037942886,results/rise_baseline/rise_baseline_Francis_George_Francis_George_0001_N1000_s8_p0.5_seed1328300_saliency_norm.npy,
Juanes,Juanes_0002.jpg,data/lfw-deepfunneled/Juanes/Juanes_0002.jpg,1328400,0.0,0.7739436626434326,-0.022299982607364655,results/rise_baseline/rise_baseline_Juanes_Juanes_0002_N1000_s8_p0.5_seed1328400_saliency_norm.npy,
Butch_Davis,Butch_Davis_0001.jpg,data/lfw-deepfunneled/Butch_Davis/Butch_Davis_0001.jpg,1328500,0.0,0.7252388000488281,-0.048459623008966446,results/rise_baseline/rise_baseline_Butch_Davis_Butch_Davis_0001_N1000_s8_p0.5_seed1328500_saliency_norm.npy,
David_Beckham,David_Beckham_0002.jpg,data/lfw-deepfunneled/David_Beckham/David_Beckham_0002.jpg,1328600,0.0,0.5159961581230164,0.04565519839525223,results/rise_baseline/rise_baseline_David_Beckham_David_Beckham_0002_N1000_s8_p0.5_seed1328600_saliency_norm.npy,
Catherine_Zeta-Jones,Catherine_Zeta-Jones_0007.jpg,data/lfw-deepfunneled/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0007.jpg,1328700,0.0,0.06624354422092438,0.014785382896661758,results/rise_baseline/rise_baseline_Catherine_Zeta-Jones_Catherine_Zeta-Jones_0007_N1000_s8_p0.5_seed1328700_saliency_norm.npy,
Johnny_Depp,Johnny_Depp_0001.jpg,data/lfw-deepfunneled/Johnny_Depp/Johnny_Depp_0001.jpg,1328800,0.0,0.4473153352737427,-0.10050319880247116,results/rise_baseline/rise_baseline_Johnny_Depp_Johnny_Depp_0001_N1000_s8_p0.5_seed1328800_saliency_norm.npy,
Yuri_Malenchenko,Yuri_Malenchenko_0001.jpg,data/lfw-deepfunneled/Yuri_Malenchenko/Yuri_Malenchenko_0001.jpg,1328900,0.0,0.6148432493209839,-0.017669595777988434,results/rise_baseline/rise_baseline_Yuri_Malenchenko_Yuri_Malenchenko_0001_N1000_s8_p0.5_seed1328900_saliency_norm.npy,
Carlos_Menem,Carlos_Menem_0018.jpg,data/lfw-deepfunneled/Carlos_Menem/Carlos_Menem_0018.jpg,1329000,0.0,0.7399098873138428,0.08996164798736572,results/rise_baseline/rise_baseline_Carlos_Menem_Carlos_Menem_0018_N1000_s8_p0.5_seed1329000_saliency_norm.npy,
Robert_Fico,Robert_Fico_0002.jpg,data/lfw-deepfunneled/Robert_Fico/Robert_Fico_0002.jpg,1329100,0.0,0.7921391725540161,0.03732931986451149,results/rise_baseline/rise_baseline_Robert_Fico_Robert_Fico_0002_N1000_s8_p0.5_seed1329100_saliency_norm.npy,
Bill_Parcells,Bill_Parcells_0001.jpg,data/lfw-deepfunneled/Bill_Parcells/Bill_Parcells_0001.jpg,1329200,0.0,0.6197284460067749,-0.012556083500385284,results/rise_baseline/rise_baseline_Bill_Parcells_Bill_Parcells_0001_N1000_s8_p0.5_seed1329200_saliency_norm.npy,
